"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Apr-2026"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"E2ERAIL","SM","    347.10","02-JAN-2026","    171.00","23-MAR-2026"
"EARKART$","SM","-","-","-","-"
"EARTH$","SM","-","-","-","-"
"EASEMYTRIP","EQ","     13.49","15-APR-2025","      5.77","30-MAR-2026"
"EASTBUILD$","EQ","-","-","-","-"
"EASTINDIA$","BE","-","-","-","-"
"EASTRED$","EQ","-","-","-","-"
"EASTSILK","BE","     99.25","08-DEC-2025","     24.00","18-AUG-2025"
"EASTWEST$","EQ","-","-","-","-"
"EBANKNIFTY","EQ","     69.39","04-MAR-2026","     50.05","02-APR-2026"
"EBB433INAV","EQ","-","-","-","-"
"EBBE30INAV","EQ","-","-","-","-"
"EBBE32INAV","EQ","-","-","-","-"
"EBBETF0430","EQ","   1612.43","25-FEB-2026","   1232.00","29-AUG-2025"
"EBBETF0431","EQ","   1410.62","01-APR-2026","   1332.00","15-APR-2025"
"EBBETF0433","EQ","   1315.12","06-JAN-2026","   1221.44","15-APR-2025"
"EBGNG","EQ","    440.00","15-APR-2026","    239.00","27-JAN-2026"
"EBIX$","EQ","-","-","-","-"
"EBNKNFINAV","EQ","-","-","-","-"
"ECAPININAV","EQ","-","-","-","-"
"ECAPINSURE","EQ","     26.77","03-JUN-2025","     19.01","15-APR-2025"
"ECLERX","EQ","   2497.50","03-FEB-2026","   1176.65","09-MAY-2025"
"ECOHOTELS$","EQ","-","-","-","-"
"ECOLINE","SM","    143.90","03-NOV-2025","    115.00","27-JAN-2026"
"ECOPLAST$","EQ","-","-","-","-"
"ECORECO$","EQ","-","-","-","-"
"ECOSMOBLTY","EQ","    358.40","23-JUL-2025","    103.94","30-MAR-2026"
"ECS$","BE","-","-","-","-"
"ECSTSTL$","BE","-","-","-","-"
"EDELWEISS","EQ","    130.70","18-FEB-2026","     73.50","07-MAY-2025"
"EDVENSWA$","EQ","-","-","-","-"
"EENTER$","BE","-","-","-","-"
"EEPL","SM","    267.90","25-JUN-2025","     98.00","30-MAR-2026"
"EFACTOR","SM","    348.00","05-DEC-2025","    140.00","28-APR-2025"
"EFCIL","EQ","    357.00","20-AUG-2025","    176.59","30-MAR-2026"
"EFFWA","SM","    270.00","05-DEC-2025","    165.00","30-MAR-2026"
"EFORCE","SM","     54.50","14-JUL-2025","     16.15","30-MAR-2026"
"EFORU$","EQ","-","-","-","-"
"EGOLD","EQ","    184.95","29-JAN-2026","     92.50","15-MAY-2025"
"EGOLDINAV","EQ","-","-","-","-"
"EICHERMOT","EQ","   8230.00","27-FEB-2026","   5219.50","13-JUN-2025"
"EIDPARRY","EQ","   1246.80","31-JUL-2025","    750.95","23-MAR-2026"
"EIEL","EQ","    306.40","18-JUL-2025","    134.71","09-MAR-2026"
"EIFFL","EQ","    305.90","12-JAN-2026","    178.50","15-APR-2025"
"EIGHTY$","SM","-","-","-","-"
"EIHAHOTELS","EQ","    434.90","09-SEP-2025","    266.65","30-MAR-2026"
"EIHOTEL","EQ","    434.80","09-SEP-2025","    271.15","02-APR-2026"
"EIKO$","EQ","-","-","-","-"
"EIMCOELECO","EQ","   3019.90","07-JUL-2025","   1405.50","30-MAR-2026"
"EKANSH$","EQ","-","-","-","-"
"EKC","EQ","    156.79","14-AUG-2025","     90.25","30-MAR-2026"
"EKENNIS$","SM","-","-","-","-"
"EKI$","EQ","-","-","-","-"
"ELAND$","BE","-","-","-","-"
"ELCIDIN$","EQ","-","-","-","-"
"ELDEHSG","EQ","   1044.10","01-JAN-2026","    691.20","03-SEP-2025"
"ELECON","EQ","    716.25","03-JUN-2025","    352.00","30-MAR-2026"
"ELECTCAST","EQ","    138.75","26-JUN-2025","     60.15","09-MAR-2026"
"ELECTHERM","EQ","   1280.40","24-JUN-2025","    551.00","30-MAR-2026"
"ELEFLOR$","EQ","-","-","-","-"
"ELEMARB$","EQ","-","-","-","-"
"ELFIN$","SM","-","-","-","-"
"ELFORGE$","EQ","-","-","-","-"
"ELGIEQUIP","EQ","    608.40","24-JUL-2025","    408.25","21-JAN-2026"
"ELGIRUBCO","EQ","     90.50","01-SEP-2025","     32.72","30-MAR-2026"
"ELGNZ","SM","    163.50","19-MAY-2025","     52.00","30-MAR-2026"
"ELIN","EQ","    234.00","23-SEP-2025","     93.65","30-MAR-2026"
"ELIQUID","EQ","   1043.00","18-MAR-2026","    996.00","13-OCT-2025"
"ELIQUIINAV","EQ","-","-","-","-"
"ELITECON$","EQ","-","-","-","-"
"ELIXIR$","EQ","-","-","-","-"
"ELLEN","EQ","    637.70","14-JUL-2025","    175.00","17-MAR-2026"
"ELM250","EQ","     19.20","09-SEP-2025","     14.43","02-APR-2026"
"ELM250INAV","EQ","-","-","-","-"
"ELPROINTL$","EQ","-","-","-","-"
"EMAINDIA$","EQ","-","-","-","-"
"EMAMILTD","EQ","    653.35","06-MAY-2025","    385.50","02-APR-2026"
"EMAMIPAP","EQ","    122.00","26-AUG-2025","     55.00","30-MAR-2026"
"EMAMIREAL","EQ","    133.98","17-APR-2025","     48.20","23-MAR-2026"
"EMAPARTNER","SM","    133.00","29-APR-2025","     65.25","27-MAR-2026"
"EMBASSY","RR","    462.00","11-FEB-2026","    368.20","21-APR-2025"
"EMCURE","EQ","   1671.80","27-MAR-2026","    916.20","15-APR-2025"
"EMERALD$","EQ","-","-","-","-"
"EMERALL$","EQ","-","-","-","-"
"EMERGENT$","BE","-","-","-","-"
"EMIL","EQ","    168.50","22-SEP-2025","     84.90","27-JAN-2026"
"EMKAY","EQ","    409.90","24-SEP-2025","    172.61","09-MAY-2025"
"EMKAYTOOLS","SM","    442.35","27-MAY-2025","     83.10","30-MAR-2026"
"EMLTMQINAV","EQ","-","-","-","-"
"EMMBI","EQ","    126.99","20-MAY-2025","     60.30","30-MAR-2026"
"EMMESSA$","EQ","-","-","-","-"
"EMMFORCE$","SM","-","-","-","-"
"EMMIL","SM","    243.50","23-JUL-2025","    110.00","30-MAR-2026"
"EMMVEE","EQ","    262.09","15-APR-2026","    171.51","18-DEC-2025"
"EMPIND$","EQ","-","-","-","-"
"EMPOWER$","EQ","-","-","-","-"
"EMROCK$","BE","-","-","-","-"
"EMSLIMITED","EQ","    695.40","23-APR-2025","    256.05","10-MAR-2026"
"EMUDHRA","EQ","    883.95","16-APR-2025","    364.55","30-MAR-2026"
"EMULTIMQ","EQ","     44.97","01-JUL-2025","     36.25","23-MAR-2026"
"ENBETRD$","EQ","-","-","-","-"
"ENCASH$","ST","-","-","-","-"
"ENCOMPAS","SM","    302.90","13-APR-2026","    167.35","17-DEC-2025"
"ENDURANCE","EQ","   3079.90","09-SEP-2025","   1840.80","02-MAY-2025"
"ENERGY","EQ","     40.00","13-NOV-2025","     29.00","25-MAR-2026"
"ENERGYDEV","EQ","     29.85","12-JUN-2025","     13.15","30-MAR-2026"
"ENERGYINAV","EQ","-","-","-","-"
"ENFUSE","SM","    284.00","26-AUG-2025","    150.00","30-MAR-2026"
"ENGINERSIN","EQ","    255.45","11-JUL-2025","    161.60","15-APR-2025"
"ENIFTY","EQ","     27.22","02-DEC-2025","     22.28","02-APR-2026"
"ENIFTYINAV","EQ","-","-","-","-"
"ENIL","EQ","    174.58","28-AUG-2025","     98.57","30-MAR-2026"
"ENKEIWHEL$","EQ","-","-","-","-"
"ENRIN","EQ","   3625.00","23-SEP-2025","   2115.00","23-JAN-2026"
"ENSER","ST","     23.25","10-SEP-2025","      7.80","30-MAR-2026"
"ENTERO","EQ","   1510.80","26-MAY-2025","    944.00","29-DEC-2025"
"ENTRINT$","EQ","-","-","-","-"
"ENVAIREL$","EQ","-","-","-","-"
"ENVIRO","SM","    173.00","11-SEP-2025","     82.00","29-JAN-2026"
"EPACK","EQ","    421.35","22-APR-2025","    196.15","30-MAR-2026"
"EPACKPEB","EQ","    344.00","07-NOV-2025","    132.17","30-MAR-2026"
"EPBIO$","SM","-","-","-","-"
"EPIC$","EQ","-","-","-","-"
"EPIGRAL","EQ","   2114.00","30-JUL-2025","    807.00","30-MAR-2026"
"EPL","EQ","    254.00","03-JUN-2025","    176.40","16-MAR-2026"
"EPUJA$","BE","-","-","-","-"
"EPWINDIA","SM","    130.00","02-MAR-2026","     98.00","29-JAN-2026"
"EQUA50INAV","EQ","-","-","-","-"
"EQUAL200","EQ","     13.96","05-DEC-2025","     11.73","15-APR-2025"
"EQUAL50","EQ","    341.70","12-JAN-2026","    295.16","02-APR-2026"
"EQUAL50ADD","EQ","    361.00","27-MAR-2026","    296.87","15-APR-2025"
"EQUILATER$","EQ","-","-","-","-"
"EQUIPPP","BE","     23.97","29-DEC-2025","     13.97","02-APR-2026"
"EQUITASBNK","EQ","     73.40","23-JAN-2026","     50.00","01-SEP-2025"
"ERIS","EQ","   1910.00","12-JUN-2025","   1236.00","23-MAR-2026"
"ERPSOFT$","EQ","-","-","-","-"
"ESABINDIA","EQ","   6425.00","11-DEC-2025","   4470.00","09-MAY-2025"
"ESAFSFB","EQ","     36.20","01-JUL-2025","     19.78","30-MAR-2026"
"ESARIND$","EQ","-","-","-","-"
"ESCONET","ST","    280.00","06-OCT-2025","     91.25","30-MAR-2026"
"ESCORP$","EQ","-","-","-","-"
"ESCORTS","EQ","   4180.00","04-SEP-2025","   2710.10","02-APR-2026"
"ESENSEINAV","EQ","-","-","-","-"
"ESENSEX","EQ","     88.05","27-NOV-2025","     71.87","02-APR-2026"
"ESFL","ST","    585.00","25-APR-2025","    109.95","30-MAR-2026"
"ESG","EQ","     45.06","05-JAN-2026","     37.52","06-APR-2026"
"ESHAMEDIA$","EQ","-","-","-","-"
"ESILINAV","EQ","-","-","-","-"
"ESILVER","EQ","    375.00","29-JAN-2026","     94.37","12-MAY-2025"
"ESPIRE$","EQ","-","-","-","-"
"ESPRIT","SM","    126.95","10-JUN-2025","     52.00","30-MAR-2026"
"ESSARSHPNG","EQ","     43.26","30-OCT-2025","     21.60","30-MAR-2026"
"ESSENTIA","EQ","      2.61","22-APR-2025","      1.01","30-MAR-2026"
"ESSEX$","SM","-","-","-","-"
"ESTER","EQ","    156.00","27-MAY-2025","     68.55","30-MAR-2026"
"ETERNAL","EQ","    368.45","16-OCT-2025","    212.60","16-MAR-2026"
"ETHOSLTD","EQ","   3245.90","27-NOV-2025","   1919.40","16-MAR-2026"
"ETIL$","EQ","-","-","-","-"
"ETL","SM","   1235.00","30-JUL-2025","    721.10","23-OCT-2025"
"ETML","SM","    152.55","28-AUG-2025","     72.50","30-MAR-2026"
"EUPHORIAI$","SM","-","-","-","-"
"EUREKAFORB","EQ","    668.30","28-NOV-2025","    403.20","09-MAR-2026"
"EUREKAI$","EQ","-","-","-","-"
"EUROBOND","EQ","    254.50","19-AUG-2025","    126.30","30-MAR-2026"
"EUROLED$","EQ","-","-","-","-"
"EUROPRATIK","EQ","    390.00","17-NOV-2025","    205.10","30-JAN-2026"
"EUROTEXIND","EQ","     23.58","03-NOV-2025","     11.83","27-JAN-2026"
"EVANS$","SM","-","-","-","-"
"EVEREADY","EQ","    475.20","05-SEP-2025","    259.65","30-MAR-2026"
"EVERESTIND","EQ","    750.00","24-SEP-2025","    284.90","30-MAR-2026"
"EVERESTO$","EQ","-","-","-","-"
"EVERFIN$","EQ","-","-","-","-"
"EVEXIA$","EQ","-","-","-","-"
"EVIETF","EQ","     33.75","18-SEP-2025","     23.56","07-JUL-2025"
"EVIETFINAV","EQ","-","-","-","-"
"EVINDIA","EQ","     32.56","09-JAN-2026","     25.51","15-APR-2025"
"EVINDINAV","EQ","-","-","-","-"
"EVOQ$","SM","-","-","-","-"
"EXATO$","SM","-","-","-","-"
"EXCELINDUS","EQ","   1440.00","30-JUL-2025","    800.05","30-MAR-2026"
"EXCELLENT","ST","    119.05","09-APR-2026","     36.90","19-NOV-2025"
"EXCELSOFT","EQ","    142.59","26-NOV-2025","     66.40","30-MAR-2026"
"EXHICON$","SM","-","-","-","-"
"EXICOM","EQ","    208.65","11-JUN-2025","     75.60","30-MAR-2026"
"EXIDEIND","EQ","    431.00","10-SEP-2025","    287.00","30-MAR-2026"
"EXIMROUTES","SM","    281.90","09-JAN-2026","    104.50","19-DEC-2025"
"EXPLEOSOL","EQ","   1370.90","01-JUL-2025","    640.00","30-MAR-2026"
"EXPOEAPL$","EQ","-","-","-","-"
"EXXARO","EQ","     10.95","11-JUN-2025","      5.78","09-MAY-2025"
"EY$","BE","-","-","-","-"
"FAALCON$","SM","-","-","-","-"
"FABCLEAN$","SM","-","-","-","-"
"FABINO$","SM","-","-","-","-"
"FABTECH","EQ","    262.80","28-OCT-2025","    132.70","23-MAR-2026"
"FACORALL$","EQ","-","-","-","-"
"FACT","EQ","   1112.00","05-JUN-2025","    630.10","15-APR-2025"
"FAIRCHEMOR","EQ","   1102.70","30-JUN-2025","    428.05","30-MAR-2026"
"FALCONTECH","SM","     23.38","03-JUN-2025","      9.93","18-FEB-2026"
"FAMILYCAR$","EQ","-","-","-","-"
"FAZE3Q","BE","    747.95","24-JUL-2025","    322.10","09-JAN-2026"
"FCL","EQ","     35.79","03-NOV-2025","     19.10","30-MAR-2026"
"FCSSOFT","EQ","      3.05","03-JUL-2025","      1.05","30-MAR-2026"
"FDC","EQ","    527.80","19-SEP-2025","    312.95","30-MAR-2026"
"FEDDERSHO$","EQ","-","-","-","-"
"FEDERALBNK","EQ","    302.00","27-FEB-2026","    183.15","07-MAY-2025"
"FEDFINA","EQ","    178.48","14-JAN-2026","     83.57","07-MAY-2025"
"FEL","BZ","       .68","02-MAY-2025","       .34","17-NOV-2025"
"FELDVR","BZ","      4.12","30-APR-2025","      2.35","24-MAR-2026"
"FELIX","SM","    220.00","19-SEP-2025","    142.65","08-DEC-2025"
"FERMENTA$","EQ","-","-","-","-"
"FERVENTSY$","EQ","-","-","-","-"
"FFPL$","BE","-","-","-","-"
"FGP$","EQ","-","-","-","-"
"FIBERWEB","BE","     59.26","23-JUN-2025","     30.11","01-APR-2026"
"FIDEL","SM","    234.00","12-JUN-2025","    108.10","02-MAR-2026"
"FIEMIND","EQ","   2555.30","11-FEB-2026","   1371.20","15-APR-2025"
"FIL$","SM","-","-","-","-"
"FILATEX","EQ","     66.10","04-NOV-2025","     36.26","30-MAR-2026"
"FILATFASH","EQ","       .74","09-JUL-2025","       .14","01-APR-2026"
"FILTRA$","SM","-","-","-","-"
"FILTRON$","BE","-","-","-","-"
"FINBUD","SM","    164.85","20-NOV-2025","     76.00","30-MAR-2026"
"FINCABLES","EQ","   1028.00","03-JUN-2025","    700.80","30-JAN-2026"
"FINELINE$","EQ","-","-","-","-"
"FINEORG","EQ","   5494.00","15-JUL-2025","   3856.00","27-JAN-2026"
"FINIETF","EQ","     33.69","13-FEB-2026","     26.65","09-MAY-2025"
"FINKURVE","EQ","    134.90","06-OCT-2025","     48.02","30-MAR-2026"
"FINOPB","EQ","    339.00","21-OCT-2025","    110.03","25-MAR-2026"
"FINPIPE","EQ","    238.00","18-JUN-2025","    147.54","30-MAR-2026"
"FIRSTCRY","EQ","    438.70","08-SEP-2025","    207.05","19-FEB-2026"
"FIRSTFIN$","BE","-","-","-","-"
"FISCHER","EQ","    124.70","24-SEP-2025","     32.01","24-MAR-2026"
"FIVESTAR","EQ","    850.00","23-APR-2025","    338.15","23-MAR-2026"
"FLAIR","EQ","    357.00","30-JUL-2025","    232.92","15-APR-2025"
"FLEXFO$","EQ","-","-","-","-"
"FLEXIADD","EQ","     11.90","16-OCT-2025","      8.73","30-MAR-2026"
"FLEXIAINAV","EQ","-","-","-","-"
"FLEXITUFF","EQ","     42.21","13-JUN-2025","      5.72","08-APR-2026"
"FLFL","BZ","      2.24","08-JUL-2025","      1.11","07-APR-2026"
"FLOMIC$","EQ","-","-","-","-"
"FLUIDOM$","EQ","-","-","-","-"
"FLUOROCHEM","EQ","   4050.00","27-MAY-2025","   2916.60","28-JAN-2026"
"FLYSBS","SM","    790.00","26-AUG-2025","    355.25","30-MAR-2026"
"FMCGIETF","EQ","     62.30","04-SEP-2025","     48.55","30-MAR-2026"
"FMEC$","BE","-","-","-","-"
"FMGOETZE","EQ","    622.00","01-JUL-2025","    320.00","09-MAY-2025"
"FMNL","EQ","     19.10","04-JUL-2025","      6.74","30-MAR-2026"
"FOCE","SM","    835.00","05-JAN-2026","    510.83","16-SEP-2025"
"FOCUS","EQ","    126.15","12-JUN-2025","     57.06","27-MAR-2026"
"FOCUS$","SM","-","-","-","-"
"FONE4$","SM","-","-","-","-"
"FONEBOX","SM","    124.40","06-NOV-2025","     59.50","30-MAR-2026"
"FOODSIN","EQ","    128.45","26-JUN-2025","     44.00","30-MAR-2026"
"FORCAS","SM","    140.00","20-NOV-2025","     80.00","15-APR-2025"
"FORCEMOT","EQ","  26450.00","18-FEB-2026","   8537.00","16-APR-2025"
"FORGEAUTO","SM","    175.50","15-JUL-2025","     68.45","30-MAR-2026"
"FORINTL$","EQ","-","-","-","-"
"FORTIS","EQ","   1104.30","17-OCT-2025","    638.00","25-APR-2025"
"FORTISMLR$","EQ","-","-","-","-"
"FOSECOC$","EQ","-","-","-","-"
"FOSECOIND","EQ","   6846.00","08-SEP-2025","   3395.20","15-APR-2025"
"FRACTAL","EQ","    921.00","17-FEB-2026","    733.70","02-MAR-2026"
"FRANKLIN$","SM","-","-","-","-"
"FRANKLINI$","EQ","-","-","-","-"
"FRASER$","BE","-","-","-","-"
"FRATELLI$","EQ","-","-","-","-"
"FREDUN$","EQ","-","-","-","-"
"FRESHARA","ST","    225.00","18-FEB-2026","    130.00","18-NOV-2025"
"FROG","SM","    290.00","20-MAY-2025","    123.50","23-MAR-2026"
"FRONTCAP$","EQ","-","-","-","-"
"FRONTCORP$","EQ","-","-","-","-"
"FRONTFN$","EQ","-","-","-","-"
"FRONTSP$","EQ","-","-","-","-"
"FRUTION$","EQ","-","-","-","-"
"FSL","EQ","    403.80","25-JUN-2025","    202.00","02-MAR-2026"
"FTL$","SM","-","-","-","-"
"FUNDVISER$","BE","-","-","-","-"
"FUSION","EQ","    211.80","25-JUN-2025","    136.50","30-MAR-2026"
"FUTSOL$","EQ","-","-","-","-"
"FUTURSEC$","BE","-","-","-","-"
"FWSTC","SM","    248.00","19-DEC-2025","    145.00","23-MAR-2026"
"FYNX$","EQ","-","-","-","-"
"GABRIEL","EQ","   1388.00","08-OCT-2025","    528.40","02-MAY-2025"
"GAEL","EQ","    156.80","13-APR-2026","    101.20","14-OCT-2025"
"GAGAN$","BE","-","-","-","-"
"GAIL","EQ","    202.79","12-JUN-2025","    134.36","23-MAR-2026"
"GAJANAND","SM","     16.85","12-MAY-2025","      6.25","30-MAR-2026"
"GAJANANSE$","EQ","-","-","-","-"
"GALACTICO$","EQ","-","-","-","-"
"GALADA$","BE","-","-","-","-"
"GALAGEX$","EQ","-","-","-","-"
"GALAPREC","EQ","    980.00","06-JUN-2025","    671.20","02-MAR-2026"
"GALAXYSURF","EQ","   2750.10","30-JUL-2025","   1510.00","30-MAR-2026"
"GALLANTT","EQ","    814.60","15-APR-2026","    400.00","09-MAY-2025"
"GALLARD$","SM","-","-","-","-"
"GALLOPENT$","BE","-","-","-","-"
"GALXBRG$","EQ","-","-","-","-"
"GAMCO$","EQ","-","-","-","-"
"GANDHAR","EQ","    184.42","04-JUN-2025","    115.00","30-MAR-2026"
"GANDHITUBE","EQ","   1031.80","08-SEP-2025","    618.60","09-MAY-2025"
"GANECOS","EQ","   1742.30","17-APR-2025","    653.55","30-JAN-2026"
"GANESHBE","EQ","    133.80","16-MAY-2025","     68.40","02-FEB-2026"
"GANESHCP","EQ","    309.95","06-OCT-2025","    152.00","16-MAR-2026"
"GANESHHOU","EQ","   1169.00","23-APR-2025","    500.00","30-MAR-2026"
"GANESHIN","SM","    279.80","21-AUG-2025","     66.40","30-MAR-2026"
"GANGABATH","SM","     59.00","11-JUN-2025","     15.50","02-MAR-2026"
"GANGAFORGE","EQ","      5.55","02-MAY-2025","      2.25","30-MAR-2026"
"GANGAPA$","EQ","-","-","-","-"
"GANGAPHAR$","SM","-","-","-","-"
"GANGESSECU","EQ","    191.00","13-JUN-2025","    103.31","30-MAR-2026"
"GANHOLD$","BE","-","-","-","-"
"GANONPRO$","BE","-","-","-","-"
"GANVERSE$","SM","-","-","-","-"
"GARBIFIN$","EQ","-","-","-","-"
"GARFIBRES","EQ","    970.00","23-JUL-2025","    579.75","30-MAR-2026"
"GARGFUR$","EQ","-","-","-","-"
"GARGI$","SM","-","-","-","-"
"GARMNTMNT$","EQ","-","-","-","-"
"GARNET$","BE","-","-","-","-"
"GARNETINT$","BE","-","-","-","-"
"GARUDA","EQ","    249.30","07-NOV-2025","     87.50","09-MAY-2025"
"GARWAMAR$","EQ","-","-","-","-"
"GARWSYN$","BE","-","-","-","-"
"GATECH","EQ","      1.21","10-JUN-2025","       .40","30-MAR-2026"
"GATECHDVR","EQ","      1.16","17-APR-2025","       .36","02-APR-2026"
"GATEWAY","EQ","     76.50","30-JUL-2025","     48.10","23-MAR-2026"
"GAUDIUMIVF","EQ","    104.00","13-APR-2026","     69.18","23-MAR-2026"
"GAYAHWS","EQ","      4.76","07-OCT-2025","       .97","09-MAY-2025"
"GAYAPROJ","BE","     18.04","15-APR-2026","      5.80","15-APR-2025"
"GAYATRI$","EQ","-","-","-","-"
"GAYATRIBI$","EQ","-","-","-","-"
"GBFL$","BE","-","-","-","-"
"GBLINFRA$","BE","-","-","-","-"
"GBLOGISTI$","SM","-","-","-","-"
"GCHOTELS","SM","    255.00","21-AUG-2025","     76.50","30-MAR-2026"
"GCMCAPI$","ST","-","-","-","-"
"GCMCOMM$","SM","-","-","-","-"
"GCMSECU$","EQ","-","-","-","-"
"GCONNECT$","SM","-","-","-","-"
"GCSL","EQ","    389.40","20-NOV-2025","    213.15","20-OCT-2025"
"GDLLEAS$","BE","-","-","-","-"
"GEE$","EQ","-","-","-","-"
"GEECEE","EQ","    448.00","21-MAY-2025","    215.85","30-MAR-2026"
"GEEKAYWIRE","EQ","     41.54","19-MAY-2025","     18.51","30-MAR-2026"
"GEETANJ$","BE","-","-","-","-"
"GEL$","SM","-","-","-","-"
"GEMAROMA","BE","    349.60","26-AUG-2025","    133.00","09-DEC-2025"
"GEMENVIRO$","SM","-","-","-","-"
"GEMSI$","EQ","-","-","-","-"
"GEMSPIN$","BE","-","-","-","-"
"GENCON","EQ","     59.96","25-FEB-2026","     29.60","15-APR-2025"
"GENESIS$","BE","-","-","-","-"
"GENESYS","EQ","    757.50","30-MAY-2025","    205.15","30-MAR-2026"
"GENNEX$","EQ","-","-","-","-"
"GENPHARMA$","EQ","-","-","-","-"
"GENSOL","BZ","    138.48","15-APR-2025","     18.16","06-APR-2026"
"GENUSPAPER","EQ","     22.01","02-JUL-2025","      8.67","30-MAR-2026"
"GENUSPOWER","EQ","    430.00","02-JUN-2025","    210.40","04-FEB-2026"
"GENUSPRIM$","BE","-","-","-","-"
"GEOJITFSL","EQ","     94.79","09-JUN-2025","     50.86","30-MAR-2026"
"GESHIP","EQ","   1509.00","13-MAR-2026","    845.00","09-MAY-2025"
"GETALONG$","SM","-","-","-","-"
"GFLLIMITED","EQ","     81.00","21-OCT-2025","     37.25","30-MAR-2026"
"GGAUTO$","EQ","-","-","-","-"
"GGBL","SM","    555.00","16-JUL-2025","    215.00","30-MAR-2026"
"GGDPROP$","EQ","-","-","-","-"
"GGENG$","EQ","-","-","-","-"
"GGL$","EQ","-","-","-","-"
"GGPL$","BE","-","-","-","-"
"GHCL","EQ","    667.20","30-OCT-2025","    419.00","23-MAR-2026"
"GHCLTEXTIL","EQ","     99.00","12-JUN-2025","     65.26","30-MAR-2026"
"GHUSHINE$","SM","-","-","-","-"
"GHVINFRA$","BE","-","-","-","-"
"GIANLIFE$","BE","-","-","-","-"
"GICHSGFIN","EQ","    206.00","17-JUL-2025","    130.05","30-MAR-2026"
"GICL","EQ","     52.40","23-FEB-2026","     20.58","29-APR-2025"
"GICRE","EQ","    453.80","30-APR-2025","    350.25","09-MAR-2026"
"GILADAFIN$","EQ","-","-","-","-"
"GILLANDERS","EQ","    151.90","01-AUG-2025","     76.00","23-MAR-2026"
"GILLETTE","EQ","  11500.00","15-JUL-2025","   7206.00","30-MAR-2026"
"GILT10BETA","EQ","     26.99","06-JAN-2026","     25.10","19-FEB-2026"
"GILT5BETA","EQ","     66.43","23-MAR-2026","     61.12","15-APR-2025"
"GILT5YBEES","EQ","     66.31","02-MAR-2026","     60.70","15-APR-2025"
"GILT5YINAV","EQ","-","-","-","-"
"GINISILK$","EQ","-","-","-","-"
"GINNIFILA","EQ","     57.80","11-AUG-2025","     21.11","16-APR-2025"
"GIPCL","EQ","    223.90","09-JUL-2025","    119.90","30-MAR-2026"
"GIRIRAJ","ST","    409.00","22-MAY-2025","     96.80","21-NOV-2025"
"GITARENEW$","BE","-","-","-","-"
"GJL","ST","    276.45","19-MAR-2026","     91.40","11-FEB-2026"
"GKB$","EQ","-","-","-","-"
"GKCONS$","EQ","-","-","-","-"
"GKENERGY","EQ","    239.60","23-OCT-2025","     87.20","02-APR-2026"
"GKL$","BE","-","-","-","-"
"GKP$","EQ","-","-","-","-"
"GKSL","EQ","    123.00","30-DEC-2025","     98.36","23-JAN-2026"
"GKWLIMITED","EQ","   2262.00","28-MAY-2025","   1375.00","30-MAR-2026"
"GLAAMUP$","ST","-","-","-","-"
"GLANCE$","EQ","-","-","-","-"
"GLAND","EQ","   2131.00","29-JUL-2025","   1382.30","02-MAY-2025"
"GLAXO","EQ","   3515.70","05-JUN-2025","   2217.60","30-MAR-2026"
"GLCL$","EQ","-","-","-","-"
"GLDCASINAV","EQ","-","-","-","-"
"GLEN$","SM","-","-","-","-"
"GLENMARK","EQ","   2297.90","11-MAR-2026","   1336.00","17-APR-2025"
"GLFL","EQ","      9.34","03-NOV-2025","      3.66","06-APR-2026"
"GLHRL$","ST","-","-","-","-"
"GLITTEKG$","BE","-","-","-","-"
"GLOBAL","EQ","    112.35","23-FEB-2026","     45.59","15-APR-2025"
"GLOBALCA$","EQ","-","-","-","-"
"GLOBALE","EQ","     19.04","17-APR-2025","      9.20","27-MAR-2026"
"GLOBALLOG$","ST","-","-","-","-"
"GLOBALPET","SM","    159.70","31-OCT-2025","     85.00","23-MAR-2026"
"GLOBALVECT","EQ","    280.50","26-JUN-2025","    129.00","30-MAR-2026"
"GLOBE","EQ","      3.29","05-JAN-2026","      1.86","30-MAR-2026"
"GLOBECIVIL","EQ","     95.00","23-JUL-2025","     33.50","30-MAR-2026"
"GLOBTIER$","SM","-","-","-","-"
"GLOBUSCON$","EQ","-","-","-","-"
"GLOBUSSPR","EQ","   1303.20","31-JUL-2025","    800.05","30-MAR-2026"
"GLOSTERLTD","EQ","    830.00","02-JUL-2025","    495.00","24-MAR-2026"
"GLOTTIS","EQ","     93.00","07-OCT-2025","     37.00","30-MAR-2026"
"GMBREW","EQ","   1328.80","06-JAN-2026","    630.00","09-MAY-2025"
"GMDCLTD","EQ","    651.00","10-OCT-2025","    280.15","15-APR-2025"
"GML","ST","     54.00","17-SEP-2025","     15.15","05-MAR-2026"
"GMMPFAUDLR","EQ","   1418.00","01-AUG-2025","    784.00","30-MAR-2026"
"GMPL$","SM","-","-","-","-"
"GMRAIRPORT","EQ","    110.36","02-DEC-2025","     79.92","13-JUN-2025"
"GMRP&UI","EQ","    141.01","22-APR-2025","     89.00","30-MAR-2026"
"GNA","EQ","    470.00","09-FEB-2026","    291.80","28-AUG-2025"
"GNFC","EQ","    573.75","02-JUL-2025","    365.00","30-MAR-2026"
