"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 23-Feb-2026"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"DUCOL","SM","    209.50","12-NOV-2025","     93.50","13-MAR-2025"
"DUCON","EQ","      7.18","03-JUN-2025","      2.81","12-JAN-2026"
"DUGLOBAL","SM","     61.90","30-APR-2025","     26.50","28-JAN-2026"
"DURLAX","SM","     53.21","14-MAY-2025","     28.03","20-JAN-2026"
"DVL","EQ","    398.85","19-MAY-2025","    242.25","19-FEB-2026"
"DWARKESH","EQ","     52.60","11-JUN-2025","     32.13","21-JAN-2026"
"DYCL","EQ","    526.75","11-JUL-2025","    227.50","07-APR-2025"
"DYNAMATECH","EQ","  10913.00","18-FEB-2026","   5444.15","07-APR-2025"
"DYNAMIC","SM","    235.95","24-FEB-2025","     85.40","17-NOV-2025"
"DYNPRO","EQ","    415.80","25-AUG-2025","    211.00","27-JAN-2026"
"E2E","EQ","   3894.70","07-OCT-2025","   1710.05","12-MAR-2025"
"E2ERAIL","SM","    347.10","02-JAN-2026","    199.00","01-FEB-2026"
"EASEMYTRIP","EQ","     14.02","24-MAR-2025","      6.12","27-JAN-2026"
"EASTSILK","BE","     99.25","08-DEC-2025","     24.00","18-AUG-2025"
"EBANKNIFTY","EQ","     62.50","18-FEB-2026","     47.00","07-APR-2025"
"EBB433INAV","EQ","-","-","-","-"
"EBBE30INAV","EQ","-","-","-","-"
"EBBE32INAV","EQ","-","-","-","-"
"EBBETF0430","EQ","   1611.59","12-JAN-2026","   1232.00","29-AUG-2025"
"EBBETF0431","EQ","   1410.12","13-AUG-2025","   1298.00","28-FEB-2025"
"EBBETF0433","EQ","   1315.12","06-JAN-2026","   1186.01","04-MAR-2025"
"EBGNG","EQ","    401.70","18-SEP-2025","    239.00","27-JAN-2026"
"EBNKNFINAV","EQ","-","-","-","-"
"ECAPININAV","EQ","-","-","-","-"
"ECAPINSURE","EQ","     26.77","03-JUN-2025","     17.13","07-APR-2025"
"ECLERX","EQ","   4995.00","03-FEB-2026","   2168.00","07-APR-2025"
"ECOLINE","SM","    143.90","03-NOV-2025","    115.00","27-JAN-2026"
"ECOSMOBLTY","EQ","    358.40","23-JUL-2025","    157.46","20-FEB-2026"
"EDELWEISS","EQ","    130.70","18-FEB-2026","     73.50","07-MAY-2025"
"EEPL","SM","    267.90","25-JUN-2025","    138.00","21-JAN-2026"
"EFACTOR","SM","    348.00","05-DEC-2025","    127.50","18-MAR-2025"
"EFCIL","EQ","    357.00","20-AUG-2025","    219.80","27-JAN-2026"
"EFFWA","SM","    270.00","05-DEC-2025","    147.55","18-MAR-2025"
"EFORCE","SM","     54.50","14-JUL-2025","     29.00","01-FEB-2026"
"EGOLD","EQ","    184.95","29-JAN-2026","     85.00","07-APR-2025"
"EGOLDINAV","EQ","-","-","-","-"
"EICHERMOT","EQ","   8140.00","19-FEB-2026","   4755.00","28-FEB-2025"
