SYMBOL,SERIES,Adjusted_52_Week_High,52WH_Date,Adjusted_52_Week_Low,52WL_Date
CGPOWER,EQ,    797.55,17-SEP-2025,    517.70,07-APR-2025
CHALET,EQ,   1082.00,01-AUG-2025,    634.05,18-FEB-2025
CHAMBLFERT,EQ,    742.20,06-MAY-2025,    410.20,09-DEC-2025
CHEMBOND,EQ,    618.40,24-JAN-2025,    151.60,04-DEC-2025
CHEMBONDCH,EQ,    244.99,25-AUG-2025,    140.29,09-DEC-2025
CHEMCON,EQ,    295.00,25-SEP-2025,    160.00,07-APR-2025
CHEMFAB,EQ,   1052.70,29-JAN-2025,    401.30,30-DEC-2025
CHEMICAL,EQ,     30.00,24-NOV-2025,     27.65,09-DEC-2025
CHEMPLASTS,EQ,    491.90,25-MAR-2025,    231.05,12-JAN-2026
CHENNPETRO,EQ,   1103.00,20-NOV-2025,    433.10,03-MAR-2025
CHEVIOT,EQ,   1307.90,22-JAN-2025,    974.75,07-APR-2025
CHOICEGOLD,EQ,    140.45,13-JAN-2026,    120.00,03-DEC-2025
CHOICEIN,EQ,    860.50,05-JAN-2026,    438.45,03-MAR-2025
CHOLAFIN,EQ,   1831.50,06-JAN-2026,   1169.80,27-JAN-2025
CHOLAHLDNG,EQ,   2231.60,02-JUL-2025,   1357.35,07-APR-2025
CIEINDIA,EQ,    487.00,12-JUN-2025,    356.75,07-APR-2025
CIFL,EQ,     44.50,19-JUN-2025,     29.25,28-NOV-2025
CIGNITITEC,EQ,   1929.50,08-DEC-2025,   1033.25,07-APR-2025
CINELINE,EQ,    121.89,13-JAN-2025,     73.64,18-MAR-2025
CINEVISTA,EQ,     24.88,18-JUN-2025,     13.21,12-MAR-2025
CIPLA,EQ,   1673.00,23-OCT-2025,   1335.00,07-APR-2025
CLEAN,EQ,   1600.00,30-MAY-2025,    834.30,12-JAN-2026
CLEDUCATE,EQ,    134.90,01-FEB-2025,     67.50,17-MAR-2025
CLSEL,EQ,    395.75,01-JUL-2025,    248.30,12-NOV-2025
CMSINFO,EQ,    541.15,17-JUL-2025,    324.45,12-JAN-2026
CNL,EQ,   1014.00,01-FEB-2025,    594.75,14-OCT-2025
COALINDIA,EQ,    436.70,05-JAN-2026,    349.25,17-FEB-2025
COCHINSHIP,EQ,   2545.00,06-JUN-2025,   1180.20,18-FEB-2025
COFFEEDAY,EQ,     51.46,01-SEP-2025,     21.28,24-FEB-2025
COFORGE,EQ,   1994.00,08-JUL-2025,   1194.01,07-APR-2025
COHANCE,EQ,   1328.00,20-FEB-2025,    443.30,13-JAN-2026
COLPAL,EQ,   2975.00,01-FEB-2025,   2033.00,08-JAN-2026
COMMOIETF,EQ,    100.97,06-JAN-2026,     75.61,07-APR-2025
COMPUSOFT,EQ,     27.89,16-JAN-2025,     14.50,12-JAN-2026
CONCOR,EQ,    652.04,05-JUN-2025,    481.00,03-MAR-2025
CONCORDBIO,EQ,   2451.70,10-FEB-2025,   1292.20,12-JAN-2026
CONFIPET,EQ,     76.10,20-JAN-2025,     32.51,11-DEC-2025
CONS,EQ,    132.00,04-SEP-2025,    102.46,03-MAR-2025
CONSOFINVT,EQ,    230.00,23-JAN-2025,    152.00,09-DEC-2025
CONSUMBEES,EQ,    144.38,21-OCT-2025,    110.86,07-APR-2025
CONSUMER,EQ,     12.87,08-SEP-2025,      9.00,07-APR-2025
CONSUMIETF,EQ,    133.81,23-OCT-2025,    101.23,07-APR-2025
CONTROLPR,EQ,    917.50,15-JUL-2025,    547.00,07-APR-2025
CORALFINAC,EQ,     52.49,23-JUL-2025,     33.70,03-MAR-2025
CORDSCABLE,EQ,    222.00,27-MAY-2025,    146.65,28-JAN-2025
COROMANDEL,EQ,   2718.90,31-JUL-2025,   1596.00,03-MAR-2025
CORONA,EQ,   1524.00,05-JAN-2026,   1336.60,23-DEC-2025
COSMOFIRST,EQ,   1307.20,23-JUN-2025,    525.70,07-APR-2025
COUNCODOS,EQ,     11.92,28-APR-2025,      5.01,08-DEC-2025
CPCAP,EQ,    438.00,02-APR-2025,    102.62,09-DEC-2025
CPEDU,EQ,    338.75,29-OCT-2025,    217.61,05-SEP-2025
CPPLUS,EQ,   1745.10,19-NOV-2025,   1015.00,05-AUG-2025
CPSEETF,EQ,     96.16,17-JUN-2025,     74.90,07-APR-2025
CRAFTSMAN,EQ,   8069.00,06-JAN-2026,   3700.00,07-APR-2025
CRAMC,EQ,    353.40,27-OCT-2025,    274.30,09-DEC-2025
CREATIVEYE,EQ,     12.19,11-JUN-2025,      5.27,04-MAR-2025
CREDITACC,EQ,   1490.10,27-OCT-2025,    750.20,27-JAN-2025
CREST,EQ,    449.00,15-JAN-2025,    319.10,28-FEB-2025
CRISIL,EQ,   6139.00,27-JUN-2025,   3973.60,07-APR-2025
CRIZAC,EQ,    387.95,08-SEP-2025,    254.65,24-NOV-2025
CROMPTON,EQ,    373.00,01-FEB-2025,    247.00,12-JAN-2026
CROWN,EQ,    231.99,21-JAN-2025,    114.21,12-JAN-2026
CSBBANK,EQ,    574.40,05-JAN-2026,    272.75,04-MAR-2025
CSLFINANCE,EQ,    380.20,09-JUN-2025,    227.45,07-APR-2025
CTE,EQ,    103.00,13-JAN-2025,     34.11,28-MAR-2025
CUB,EQ,    302.20,30-DEC-2025,    142.91,27-MAR-2025
CUBEXTUB,EQ,    143.69,30-DEC-2025,     67.11,09-MAY-2025
CUMMINSIND,EQ,   4615.00,12-DEC-2025,   2580.00,07-APR-2025
CUPID,EQ,    526.95,02-JAN-2026,     55.75,07-APR-2025
CYBERMEDIA,EQ,     25.28,20-JAN-2025,     11.00,01-APR-2025
CYBERTECH,EQ,    274.80,03-OCT-2025,    125.12,07-APR-2025
CYIENT,EQ,   1807.00,23-JAN-2025,   1076.30,30-DEC-2025
CYIENTDLM,EQ,    619.95,21-JAN-2025,    378.60,07-APR-2025
DABUR,EQ,    577.00,04-SEP-2025,    433.30,07-APR-2025
DALBHARAT,EQ,   2496.30,17-SEP-2025,   1601.00,12-MAR-2025
DALMIASUG,EQ,    464.90,14-MAY-2025,    275.45,12-JAN-2026
DAMCAPITAL,EQ,    361.40,13-JAN-2025,    195.55,07-APR-2025
DAMODARIND,EQ,     41.98,13-JAN-2025,     26.55,12-JAN-2026
DANGEE,EQ,      7.14,13-JAN-2025,      3.40,12-JAN-2026
DATAMATICS,EQ,   1120.00,07-AUG-2025,    522.00,07-APR-2025
DATAPATTNS,EQ,   3268.80,06-JUN-2025,   1351.15,03-MAR-2025
DAVANGERE,EQ,      6.36,22-JAN-2025,      3.03,10-OCT-2025
DBCORP,EQ,    291.85,01-JUL-2025,    189.05,12-FEB-2025
DBEIL,EQ,    185.60,29-SEP-2025,    101.64,12-JAN-2026
DBL,EQ,    585.00,24-SEP-2025,    363.15,28-JAN-2025
DBOL,EQ,    109.61,20-JAN-2025,     57.34,17-MAR-2025
DBREALTY,EQ,    252.67,09-JUL-2025,    107.52,12-JAN-2026
DBSTOCKBRO,EQ,     48.48,14-JAN-2025,     23.92,23-DEC-2025
DCAL,EQ,    321.95,23-SEP-2025,    178.00,07-MAY-2025
DCBBANK,EQ,    190.50,02-DEC-2025,    101.41,03-MAR-2025
DCI,EQ,    364.35,20-JAN-2025,    201.35,31-JUL-2025
DCM,EQ,    136.00,11-JUL-2025,     86.20,13-JAN-2026
DCMFINSERV,EQ,      9.21,23-MAY-2025,      4.41,29-DEC-2025
DCMNVL,EQ,    210.88,17-JAN-2025,    122.81,18-DEC-2025
DCMSHRIRAM,EQ,   1502.30,24-JUL-2025,    902.60,04-MAR-2025
DCMSRIND,EQ,    194.00,06-MAY-2025,     44.80,13-JAN-2026
DCW,EQ,     90.36,22-APR-2025,     51.26,09-DEC-2025
DCXINDIA,EQ,    378.00,21-JAN-2025,    153.60,18-DEC-2025
DDEVPLSTIK,EQ,    360.00,06-OCT-2025,    212.55,04-MAR-2025
DECCANCE,EQ,   1164.90,11-SEP-2025,    577.95,17-FEB-2025
DEEDEV,EQ,    336.20,02-JUL-2025,    167.00,18-FEB-2025
DEEPAKFERT,EQ,   1778.60,03-JUL-2025,    888.90,03-MAR-2025
DEEPAKNTR,EQ,   2405.00,21-JAN-2025,   1514.00,04-DEC-2025
DEEPINDS,EQ,    595.00,20-JAN-2025,    376.60,13-JAN-2026
DELHIVERY,EQ,    490.00,04-NOV-2025,    236.53,13-MAR-2025
DELPHIFX,EQ,    264.00,08-JAN-2026,    102.02,28-MAR-2025
DELTACORP,EQ,    118.02,13-JAN-2025,     65.31,12-JAN-2026
DELTAMAGNT,EQ,    115.99,10-JUN-2025,     55.01,08-MAY-2025
DEN,EQ,     42.60,16-JUL-2025,     28.14,07-APR-2025
DENORA,EQ,   1175.00,14-JAN-2025,    630.75,12-JAN-2026
DENTA,EQ,    479.60,07-OCT-2025,    251.25,07-APR-2025
DEVIT,EQ,     71.18,21-JAN-2025,     30.10,31-DEC-2025
DEVX,EQ,     64.05,17-SEP-2025,     37.82,12-JAN-2026
DEVYANI,EQ,    198.87,15-JAN-2025,    122.25,18-DEC-2025
DGCONTENT,EQ,     64.40,14-JAN-2025,     28.51,25-NOV-2025
DHAMPURSUG,EQ,    170.99,20-JAN-2025,    110.00,07-APR-2025
DHANBANK,EQ,     33.50,03-JUN-2025,     22.00,28-JAN-2025
DHANUKA,EQ,   1975.00,01-AUG-2025,   1068.00,13-JAN-2026
DHARMAJ,EQ,    386.50,25-AUG-2025,    165.10,17-FEB-2025
DHRUV,EQ,    158.03,28-JAN-2025,     41.34,08-JAN-2026
DHUNINV,EQ,   2055.15,10-FEB-2025,   1080.00,09-DEC-2025
DIACABS,EQ,    183.50,17-JUL-2025,     81.50,18-FEB-2025
DIAMINESQ,EQ,    497.80,24-JAN-2025,    251.15,06-NOV-2025
DIAMONDYD,EQ,   1295.70,16-APR-2025,    889.20,12-AUG-2025
DICIND,EQ,    748.00,10-MAR-2025,    461.10,13-JAN-2026
DIFFNKG,EQ,    418.20,11-SEP-2025,    231.85,30-APR-2025
DIGIDRIVE,EQ,     43.90,17-JAN-2025,     24.65,08-DEC-2025
DIGISPICE,EQ,     35.50,16-SEP-2025,     17.09,07-APR-2025
DIGITIDE,EQ,    279.69,23-JUL-2025,    117.93,12-JAN-2026
DIGJAMLMTD,EQ,     59.75,15-SEP-2025,     31.46,03-MAR-2025
DISHTV,EQ,      9.28,21-JAN-2025,      3.78,13-JAN-2026
DIVGIITTS,EQ,    700.00,25-SEP-2025,    410.10,07-APR-2025
DIVIDEND,EQ,     37.75,05-JAN-2026,     35.31,19-DEC-2025
DIVISLAB,EQ,   7071.50,08-JUL-2025,   4955.00,07-APR-2025
DIVOPPBEES,EQ,     85.74,23-DEC-2025,     68.30,07-APR-2025
DIXON,EQ,  18471.00,25-SEP-2025,  11180.00,13-JAN-2026
DJML,EQ,    169.00,17-JAN-2025,     52.00,11-DEC-2025
DLF,EQ,    886.80,09-JUN-2025,    601.20,07-APR-2025
DLINKINDIA,EQ,    589.55,09-JUL-2025,    349.45,03-MAR-2025
DMART,EQ,   4949.50,04-SEP-2025,   3340.00,03-MAR-2025
DMCC,EQ,    389.65,21-JAN-2025,    227.65,13-JAN-2026
DNAMEDIA,EQ,      7.17,13-JAN-2025,      3.25,12-JAN-2026
DODLA,EQ,   1525.00,15-JUL-2025,    965.50,28-FEB-2025
DOLATALGO,EQ,    111.75,13-JAN-2025,     68.00,17-MAR-2025
DOLLAR,EQ,    453.95,13-JAN-2025,    328.80,12-JAN-2026
DOLPHIN,EQ,    550.00,13-JAN-2025,    201.00,25-FEB-2025
DOMS,EQ,   3064.60,22-APR-2025,   2092.30,28-JAN-2025
DONEAR,EQ,    155.95,16-JAN-2025,     85.00,12-JAN-2026
DPABHUSHAN,EQ,   1895.00,07-FEB-2025,   1290.00,03-MAR-2025
DPSCLTD,EQ,     16.41,21-JAN-2025,      8.49,12-JAN-2026
DPWIRES,EQ,    331.90,21-JAN-2025,    185.65,13-JAN-2026
DRCSYSTEMS,EQ,     33.50,06-FEB-2025,     16.15,20-MAY-2025
DREAMFOLKS,EQ,    390.00,01-FEB-2025,     99.30,29-SEP-2025
DREDGECORP,EQ,   1116.00,13-JAN-2026,    495.00,07-APR-2025
DRREDDY,EQ,   1379.70,12-JUN-2025,   1020.00,07-APR-2025
DSSL,EQ,   1409.95,13-JAN-2025,    820.55,30-SEP-2025
DTIL,EQ,    278.00,21-JAN-2025,    146.32,17-OCT-2025
DUCON,EQ,      7.89,20-JAN-2025,      2.81,12-JAN-2026
DVL,EQ,    402.00,10-FEB-2025,    259.85,12-JAN-2026
DWARKESH,EQ,     55.50,21-JAN-2025,     34.23,12-JAN-2026
DYCL,EQ,    526.75,11-JUL-2025,    227.50,07-APR-2025
DYNAMATECH,EQ,  10039.50,26-DEC-2025,   5444.15,07-APR-2025
DYNPRO,EQ,    415.80,25-AUG-2025,    225.40,13-JAN-2026
E2E,EQ,   4100.00,14-JAN-2025,   1710.05,12-MAR-2025
EASEMYTRIP,EQ,     14.97,14-JAN-2025,      6.88,12-JAN-2026
EBANKNIFTY,EQ,     62.10,01-DEC-2025,     47.00,07-APR-2025
EBBETF0430,EQ,   1611.59,12-JAN-2026,   1232.00,29-AUG-2025
EBBETF0431,EQ,   1410.12,13-AUG-2025,   1284.56,14-JAN-2025
EBBETF0433,EQ,   1315.12,06-JAN-2026,   1179.34,15-JAN-2025
EBGNG,EQ,    401.70,18-SEP-2025,    272.00,12-JAN-2026
ECAPINSURE,EQ,     26.77,03-JUN-2025,     17.13,07-APR-2025
ECLERX,EQ,   4959.00,03-DEC-2025,   2168.00,07-APR-2025
ECOSMOBLTY,EQ,    358.40,23-JUL-2025,    165.00,07-APR-2025
EDELWEISS,EQ,    123.50,27-OCT-2025,     73.50,07-MAY-2025
EFCIL,EQ,    357.00,20-AUG-2025,    252.50,05-DEC-2025
EGOLD,EQ,    161.30,31-DEC-2025,     79.00,14-JAN-2025
EICHERMOT,EQ,   7613.50,09-JAN-2026,   4646.00,17-FEB-2025
EIDPARRY,EQ,   1246.80,31-JUL-2025,    639.00,03-MAR-2025
EIEL,EQ,    306.40,18-JUL-2025,    181.11,12-JAN-2026
EIFFL,EQ,    305.90,12-JAN-2026,    167.75,24-JAN-2025
EIHAHOTELS,EQ,    434.90,09-SEP-2025,    304.00,03-MAR-2025
EIHOTEL,EQ,    434.80,09-SEP-2025,    305.00,18-FEB-2025
EIMCOELECO,EQ,   3019.90,07-JUL-2025,   1301.00,07-APR-2025
EKC,EQ,    170.68,20-JAN-2025,    103.00,07-APR-2025
ELDEHSG,EQ,   1044.10,01-JAN-2026,    658.10,07-APR-2025
ELECON,EQ,    716.25,03-JUN-2025,    376.95,04-MAR-2025
ELECTCAST,EQ,    138.75,26-JUN-2025,     66.10,08-DEC-2025
ELECTHERM,EQ,   1280.40,24-JUN-2025,    673.35,11-FEB-2025
ELGIEQUIP,EQ,    608.40,24-JUL-2025,    401.00,09-APR-2025
ELGIRUBCO,EQ,    119.62,20-JAN-2025,     39.25,12-JAN-2026
ELIN,EQ,    234.00,23-SEP-2025,    108.21,03-MAR-2025
ELIQUID,EQ,   1026.47,13-OCT-2025,    996.00,13-OCT-2025
ELLEN,EQ,    637.70,14-JUL-2025,    277.00,13-JAN-2026
ELM250,EQ,     19.20,09-SEP-2025,     15.89,30-SEP-2025
EMAMILTD,EQ,    653.35,06-MAY-2025,    498.45,10-NOV-2025
EMAMIPAP,EQ,    122.00,26-AUG-2025,     80.65,12-JAN-2026
EMAMIREAL,EQ,    135.99,04-APR-2025,     72.87,19-FEB-2025
EMCURE,EQ,   1568.30,12-JAN-2026,    889.00,07-APR-2025
EMIL,EQ,    168.50,22-SEP-2025,     92.28,12-JAN-2026
EMKAY,EQ,    409.90,24-SEP-2025,    168.00,18-MAR-2025
EMMBI,EQ,    144.68,16-JAN-2025,     79.96,07-APR-2025
EMMVEE,EQ,    248.40,03-DEC-2025,    171.51,18-DEC-2025
EMSLIMITED,EQ,    875.00,21-JAN-2025,    384.45,13-JAN-2026
EMUDHRA,EQ,    990.00,20-JAN-2025,    534.85,12-JAN-2026
EMULTIMQ,EQ,     44.97,01-JUL-2025,     34.71,03-MAR-2025
ENDURANCE,EQ,   3079.90,09-SEP-2025,   1675.00,04-MAR-2025
ENERGY,EQ,     40.00,13-NOV-2025,     33.92,12-JAN-2026
ENGINERSIN,EQ,    255.45,11-JUL-2025,    142.20,03-MAR-2025
ENIFTY,EQ,     27.22,02-DEC-2025,     25.45,12-JAN-2026
ENIL,EQ,    174.58,28-AUG-2025,    109.95,24-DEC-2025
ENRIN,EQ,   3625.00,23-SEP-2025,   2321.20,12-JAN-2026
ENTERO,EQ,   1563.90,05-FEB-2025,    944.00,29-DEC-2025
EPACK,EQ,    559.80,13-JAN-2025,    245.65,09-DEC-2025
EPACKPEB,EQ,    344.00,07-NOV-2025,    179.32,07-OCT-2025
EPIGRAL,EQ,   2114.00,30-JUL-2025,   1110.00,12-JAN-2026
EPL,EQ,    261.37,12-FEB-2025,    175.28,07-APR-2025
EQUAL200,EQ,     13.96,05-DEC-2025,     11.03,07-APR-2025
EQUAL50,EQ,    341.70,12-JAN-2026,    303.44,15-MAY-2025
EQUAL50ADD,EQ,    351.10,23-OCT-2025,    280.01,07-APR-2025
EQUITASBNK,EQ,     75.50,17-JAN-2025,     50.00,01-SEP-2025
ERIS,EQ,   1910.00,12-JUN-2025,   1097.20,07-APR-2025
ESABINDIA,EQ,   6425.00,11-DEC-2025,   4133.05,07-APR-2025
ESAFSFB,EQ,     38.78,17-JAN-2025,     24.31,27-MAR-2025
ESCORTS,EQ,   4180.00,04-SEP-2025,   2776.40,13-JUN-2025
ESENSEX,EQ,     88.05,27-NOV-2025,     83.16,12-JAN-2026
ESG,EQ,     45.06,05-JAN-2026,     36.00,07-APR-2025
ESILVER,EQ,    263.50,13-JAN-2026,     86.27,07-APR-2025
ESSENTIA,EQ,      3.31,17-JAN-2025,      1.43,13-JAN-2026
ESTER,EQ,    173.01,06-FEB-2025,     90.00,12-JAN-2026
ETERNAL,EQ,    368.45,16-OCT-2025,    194.80,07-APR-2025
ETHOSLTD,EQ,   3245.90,27-NOV-2025,   1923.08,07-APR-2025
EUREKAFORB,EQ,    668.30,28-NOV-2025,    461.50,18-FEB-2025
EUROBOND,EQ,    254.50,19-AUG-2025,    144.85,11-MAR-2025
EUROPRATIK,EQ,    390.00,17-NOV-2025,    225.00,29-SEP-2025
EVEREADY,EQ,    475.20,05-SEP-2025,    272.30,09-APR-2025
EVERESTIND,EQ,    750.00,24-SEP-2025,    420.00,08-APR-2025
EVIETF,EQ,     33.75,18-SEP-2025,     23.56,07-JUL-2025
EVINDIA,EQ,     32.56,09-JAN-2026,     23.83,07-APR-2025
EXCEL,EQ,      1.74,17-SEP-2025,       .65,11-JUN-2025
EXCELINDUS,EQ,   1440.00,30-JUL-2025,    799.10,03-MAR-2025
EXCELSOFT,EQ,    142.59,26-NOV-2025,     81.84,12-JAN-2026
EXICOM,EQ,    245.38,21-JAN-2025,    101.41,09-DEC-2025
EXIDEIND,EQ,    431.00,10-SEP-2025,    328.00,07-APR-2025
EXPLEOSOL,EQ,   1370.90,01-JUL-2025,    735.35,07-APR-2025
FABTECH,EQ,    262.80,28-OCT-2025,    173.28,08-OCT-2025
FACT,EQ,   1112.00,05-JUN-2025,    565.00,07-APR-2025
FAIRCHEMOR,EQ,   1225.00,24-JAN-2025,    541.55,13-NOV-2025
FAZE3Q,EQ,    747.95,24-JUL-2025,    317.75,03-MAR-2025
FCL,EQ,     35.79,03-NOV-2025,     20.70,07-APR-2025
FCSSOFT,EQ,      3.42,21-FEB-2025,      1.57,18-DEC-2025
FDC,EQ,    527.80,19-SEP-2025,    366.25,03-MAR-2025
FEDERALBNK,EQ,    271.10,22-DEC-2025,    172.66,03-MAR-2025
FEDFINA,EQ,    167.10,06-JAN-2026,     80.00,07-APR-2025
FIBERWEB,EQ,     59.26,23-JUN-2025,     32.00,12-JAN-2026
FIEMIND,EQ,   2445.00,22-DEC-2025,   1255.10,07-APR-2025
FILATEX,EQ,     66.10,04-NOV-2025,     34.00,07-APR-2025
FILATFASH,EQ,       .74,09-JUL-2025,       .25,31-DEC-2025
FINCABLES,EQ,   1083.00,17-JAN-2025,    707.30,09-DEC-2025
FINEORG,EQ,   5494.00,15-JUL-2025,   3407.00,28-FEB-2025
FINIETF,EQ,     33.66,08-DEC-2025,     24.13,28-JAN-2025
FINKURVE,EQ,    134.90,06-OCT-2025,     86.00,12-JAN-2026
FINOPB,EQ,    339.00,21-OCT-2025,    200.00,04-MAR-2025
FINPIPE,EQ,    238.00,18-JUN-2025,    153.92,07-APR-2025
FIRSTCRY,EQ,    540.00,13-JAN-2025,    267.05,13-JAN-2026
FISCHER,EQ,    124.70,24-SEP-2025,     36.29,13-JAN-2026
FIVESTAR,EQ,    850.00,23-APR-2025,    498.95,12-JAN-2026
FLAIR,EQ,    357.00,30-JUL-2025,    194.03,11-MAR-2025
FLEXIADD,EQ,     11.90,16-OCT-2025,     10.44,12-JAN-2026
FLEXITUFF,EQ,     63.08,13-JAN-2025,     11.57,13-JAN-2026
FLUOROCHEM,EQ,   4083.55,28-MAR-2025,   3220.60,07-APR-2025
FMCGIETF,EQ,     62.30,04-SEP-2025,     53.00,01-JUL-2025
FMGOETZE,EQ,    622.00,01-JUL-2025,    308.00,12-MAR-2025
FMNL,EQ,     25.44,13-JAN-2025,      8.06,13-JAN-2026
FOCUS,EQ,    126.15,12-JUN-2025,     63.78,17-MAR-2025
FOODSIN,EQ,    128.45,26-JUN-2025,     63.01,12-JAN-2026
FORCEMOT,EQ,  21990.00,21-AUG-2025,   6125.00,28-JAN-2025
FORTIS,EQ,   1104.30,17-OCT-2025,    577.00,28-JAN-2025
FOSECOIND,EQ,   6846.00,08-SEP-2025,   3205.00,28-FEB-2025
FSL,EQ,    403.80,25-JUN-2025,    270.00,07-APR-2025
FUSION,EQ,    211.80,25-JUN-2025,    123.96,07-APR-2025
GABRIEL,EQ,   1388.00,08-OCT-2025,    387.00,28-JAN-2025
GAEL,EQ,    142.70,13-JAN-2026,     98.72,03-MAR-2025
GAIL,EQ,    202.79,12-JUN-2025,    150.52,04-MAR-2025
GALAPREC,EQ,   1214.75,16-JAN-2025,    685.05,08-DEC-2025
GALAXYSURF,EQ,   2750.10,30-JUL-2025,   1868.00,13-JAN-2026
GALLANTT,EQ,    802.25,05-AUG-2025,    292.05,29-JAN-2025
GANDHAR,EQ,    202.90,16-JAN-2025,    120.56,09-DEC-2025
GANDHITUBE,EQ,   1031.80,08-SEP-2025,    585.50,03-MAR-2025
GANECOS,EQ,   1923.85,03-FEB-2025,    775.00,13-JAN-2026
GANESHBE,EQ,    148.49,20-JAN-2025,     76.02,12-JAN-2026
GANESHCP,EQ,    309.95,06-OCT-2025,    195.10,12-JAN-2026
GANESHHOU,EQ,   1485.00,06-FEB-2025,    717.30,13-JAN-2026
GANGAFORGE,EQ,      7.42,21-JAN-2025,      2.70,04-DEC-2025
GANGESSECU,EQ,    191.80,16-JAN-2025,    125.00,03-MAR-2025
GARFIBRES,EQ,    985.55,27-MAR-2025,    637.20,12-JAN-2026
GARUDA,EQ,    249.30,07-NOV-2025,     87.50,09-MAY-2025
GATECH,EQ,      1.21,10-JUN-2025,       .44,13-AUG-2025
GATECHDVR,EQ,      1.16,17-APR-2025,       .42,13-AUG-2025
GATEWAY,EQ,     81.74,21-JAN-2025,     56.01,13-JAN-2026
GEECEE,EQ,    465.00,05-FEB-2025,    306.15,12-JAN-2026
GEEKAYWIRE,EQ,     47.58,16-JAN-2025,     29.65,25-NOV-2025
GEMAROMA,EQ,    349.60,26-AUG-2025,    133.00,09-DEC-2025
GENCON,EQ,     55.92,07-OCT-2025,     21.96,27-MAR-2025
GENESYS,EQ,   1055.00,20-JAN-2025,    374.05,13-JAN-2026
GENUSPAPER,EQ,     22.01,02-JUL-2025,     12.01,30-DEC-2025
GENUSPOWER,EQ,    430.00,02-JUN-2025,    236.85,13-MAR-2025
GEOJITFSL,EQ,    106.75,16-JAN-2025,     60.73,17-MAR-2025
GESHIP,EQ,   1179.00,12-NOV-2025,    797.50,04-MAR-2025
GFLLIMITED,EQ,     81.00,21-OCT-2025,     48.70,07-APR-2025
GHCL,EQ,    779.00,31-JAN-2025,    511.05,07-APR-2025
GHCLTEXTIL,EQ,    100.00,03-FEB-2025,     65.00,07-APR-2025
GICHSGFIN,EQ,    206.00,17-JUL-2025,    156.01,03-MAR-2025
GICRE,EQ,    458.70,21-JAN-2025,    351.00,04-MAR-2025
GILLANDERS,EQ,    151.90,01-AUG-2025,     91.62,18-MAR-2025
GILLETTE,EQ,  11500.00,15-JUL-2025,   7411.65,17-FEB-2025
GILT10BETA,EQ,     26.99,06-JAN-2026,     24.22,13-JAN-2025
GILT5BETA,EQ,     65.00,08-OCT-2025,     58.85,13-JAN-2025
GILT5YBEES,EQ,     71.00,28-FEB-2025,     57.60,31-JAN-2025
GINNIFILA,EQ,     57.80,11-AUG-2025,     19.01,28-MAR-2025
GIPCL,EQ,    223.90,09-JUL-2025,    140.02,09-DEC-2025
GKENERGY,EQ,    239.60,23-OCT-2025,    129.00,09-DEC-2025
GKSL,EQ,    123.00,30-DEC-2025,    100.00,07-JAN-2026
GKWLIMITED,EQ,   2450.00,21-JAN-2025,   1371.00,18-MAR-2025
GLAND,EQ,   2131.00,29-JUL-2025,   1277.80,07-APR-2025
GLAXO,EQ,   3515.70,05-JUN-2025,   1921.00,03-FEB-2025
GLENMARK,EQ,   2284.80,11-JUL-2025,   1275.50,28-FEB-2025
GLOBALE,EQ,     28.50,13-JAN-2025,     10.50,08-DEC-2025
GLOBALVECT,EQ,    311.40,06-FEB-2025,    181.01,12-JAN-2026
GLOBE,EQ,      4.52,17-JAN-2025,      2.02,28-AUG-2025
GLOBECIVIL,EQ,     95.00,23-JUL-2025,     50.00,12-JAN-2026
GLOBUSSPR,EQ,   1303.20,31-JUL-2025,    751.00,14-JAN-2025
GLOSTERLTD,EQ,    830.00,02-JUL-2025,    532.95,03-MAR-2025
GLOTTIS,EQ,     93.00,07-OCT-2025,     53.42,12-JAN-2026
GMBREW,EQ,   1328.80,06-JAN-2026,    579.95,03-MAR-2025
GMDCLTD,EQ,    651.00,10-OCT-2025,    226.59,03-MAR-2025
GMMPFAUDLR,EQ,   1418.00,01-AUG-2025,    991.10,07-APR-2025
GMRAIRPORT,EQ,    110.36,02-DEC-2025,     67.75,28-FEB-2025
GMRP&UI,EQ,    141.01,22-APR-2025,     89.36,03-MAR-2025
GNA,EQ,    411.70,14-JAN-2025,    271.05,07-APR-2025
GNFC,EQ,    584.70,05-FEB-2025,    449.00,03-MAR-2025
GOACARBON,EQ,    663.45,16-JAN-2025,    370.45,12-JAN-2026
GOCLCORP,EQ,    417.50,10-JUN-2025,    245.00,07-APR-2025
GOCOLORS,EQ,   1006.15,20-JAN-2025,    401.85,13-JAN-2026
GODAVARIB,EQ,    348.70,24-JUL-2025,    145.00,28-MAR-2025
GODFRYPHLP,EQ,   3947.00,16-SEP-2025,   1370.82,28-JAN-2025
GODIGIT,EQ,    381.40,24-SEP-2025,    264.60,07-APR-2025
GODREJAGRO,EQ,    876.35,24-JUL-2025,    538.10,12-JAN-2026
GODREJCP,EQ,   1309.00,04-SEP-2025,    979.50,04-MAR-2025
GODREJIND,EQ,   1390.00,06-JUN-2025,    766.00,17-FEB-2025
GODREJPROP,EQ,   2522.00,05-FEB-2025,   1857.80,13-JAN-2026
GOKEX,EQ,   1136.95,15-JAN-2025,    595.00,13-JAN-2026
GOKUL,EQ,     60.99,13-JAN-2025,     36.21,21-NOV-2025
GOKULAGRO,EQ,    221.50,01-DEC-2025,     96.55,07-APR-2025
